,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/19-beverley-pl-cherrybrook-nsw-2126-12332849,"19 Beverley Pl, Cherrybrook",4,3,2,960m2,$1.40M,$1.50M,$650/w,$750/w,House 1994 246m2 960m2 Residential - A 6703/732431 ,11 Sep 2020 Sold $1.53M,"20 Jul 2020 Listed for Sale $1,525,000",14 Sep 2015 Sold $1.27M,246m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/7-boxwood-pl-cherrybrook-nsw-2126-2055682,"7 Boxwood Pl, Cherrybrook",5,2,4,793m2,$1.60M,$1.80M,$650/w,$750/w,House 1990 213m2 793m2 Residence Residential - A 3909/747064 ,11 Sep 2020 Sold ,"09 Jul 2020 Listed for Sale $1,600,000 to $1,650,000",10 Mar 2020 Sold ,213m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/43-neale-ave-cherrybrook-nsw-2126-4424779,"43 Neale Ave, Cherrybrook",4,2,1,408m2,$1.20M,$1.30M,$575/w,$650/w,House 1992 155m2 408m2 Residence Residential - A 302/817725 ,05 Sep 2020 Sold $1.20M,11 Aug 2020 Listed for Sale Auction,07 Mar 2003 Sold $422k,155m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/2-12a-merriwa-pl-cherrybrook-nsw-2126-13113132,"2/12a Merriwa Pl, Cherrybrook",3,2,1,285m2,$1.10M,$1.20M,$575/w,$650/w,House 2000 200m2 285m2 Residential - A 2/SP52984 ,04 Sep 2020 Sold $1.15M,"10 Aug 2020 Listed for Sale $1,150,000",08 Jan 2015 Rented $650,200m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/58-appletree-dr-cherrybrook-nsw-2126-2279784,"58 Appletree Dr, Cherrybrook",3,2,2,757m2,$1.20M,$1.30M,$650/w,$750/w,House 1988 139m2 757m2 Residence Residential - A 12/712167 ,27 Aug 2020 Sold $1.33M,31 Aug 2015 Sold $1.20M,31 May 2006 Sold $570k,139m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/136-new-line-rd-cherrybrook-nsw-2126-11299500,"136 New Line Rd, Cherrybrook",5,3,2,703m2,$1.30M,$1.40M,$575/w,$650/w,House 1975 190m2 703m2 Residence Residential - A 2/1038560 ,25 Aug 2020 Sold $1.29M,03 Jun 2020 Listed for Sale Contact Agent,27 Jul 2005 Sold $460k,190m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/8-manuka-cir-cherrybrook-nsw-2126-13553107,"8 Manuka Cir, Cherrybrook",5,3,2,734m2,$1.50M,$1.60M,$650/w,$750/w,House 1985 241m2 734m2 Residence Residential - A 226/702794 ,24 Aug 2020 Sold ,01 Sep 2014 Sold $1.21M,17 Nov 2003 Sold $740k,241m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/9-tallowwood-ave-cherrybrook-nsw-2126-13675487,"9 Tallowwood Ave, Cherrybrook",4,3,2,923m2,$1.50M,$1.60M,$750/w,$850/w,House 1987 923m2 Residential - A 17/DP710446 ,22 Aug 2020 Sold $1.56M,"29 Jul 2020 Listed for Sale $1,560,000",08 Jul 1987 Sold $183k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/158a-castle-hill-rd-cherrybrook-nsw-2126-14802297,"158a Castle Hill Rd, Cherrybrook",3,1,2,509m2,$1.00M,$1.10M,$500/w,$575/w,House 1980 509m2 Residence Residential - A 312/DP1042135 ,17 Aug 2020 Sold ,28 Apr 2010 Sold $590k,18 Mar 2002 Sold $326k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/6-forester-cres-cherrybrook-nsw-2126-4519948,"6 Forester Cres, Cherrybrook",4,2,2,753m2,$1.40M,$1.50M,$650/w,$750/w,House 1988 753m2 Residence Residential - A 8206/749504 ,14 Aug 2020 Sold $1.60M,"03 Aug 2020 Listed for Sale $1,600,000",19 Jul 2002 Sold $538k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/1-45-darlington-dr-cherrybrook-nsw-2126-18706769,"1/45 Darlington Dr, Cherrybrook",3,3,2,425m2,$1.30M,$1.40M,$500/w,$575/w,House 1990 425m2 Residential - A ,13 Aug 2020 Sold ,"21 Jul 2020 Listed for Sale Price Guide $1,300,000 to $1,430,000",,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/17-boxwood-pl-cherrybrook-nsw-2126-4531529,"17 Boxwood Pl, Cherrybrook",5,2,2,868m2,$1.50M,$1.60M,$750/w,$850/w,House 1995 288m2 868m2 Residence Residential - A 9607/837237 ,13 Aug 2020 Sold $1.46M,26 Jul 2018 Listed for Rent Deposit Taken by Debra Palmer,06 May 2016 Sold $1.40M,288m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/6-francis-greenway-dr-cherrybrook-nsw-2126-13197418,"6 Francis Greenway Dr, Cherrybrook",4,3,2,853m2,$1.40M,$1.50M,$650/w,$750/w,House 1980 236m2 853m2 Residential - A 170/DP259144 ,11 Aug 2020 Sold $1.40M,,,236m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/34-doulton-dr-cherrybrook-nsw-2126-13265962,"34 Doulton Dr, Cherrybrook",3,2,2,502m2,$1.30M,$1.40M,$575/w,$650/w,House 1998 502m2 Residential - A 26/842109 ,11 Aug 2020 Sold ,06 Aug 1998 Sold $345k,06 Aug 1998 Sold $345k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/4-scarborough-way-cherrybrook-nsw-2126-4288149,"4 Scarborough Way, Cherrybrook",4,3,2,396m2,$1.60M,$1.80M,$650/w,$750/w,House 1996 396m2 Residence Residential - A 6/285357 ,10 Aug 2020 Sold ,"05 Aug 2020 Listed for Sale $1,300,000 - $1,350,000",15 Mar 2004 Sold $528k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/51-hancock-dr-cherrybrook-nsw-2126-4650634,"51 Hancock Dr, Cherrybrook",4,2,2,861m2,$1.30M,$1.40M,$650/w,$750/w,House 1958 861m2 Residence Residential - A 7265/719234 ,08 Aug 2020 Sold $1.39M,"15 May 2020 Listed for Sale $1,390,000 - $1,430,000",08 Jan 2020 Listed for Sale Only 600m from Cherrybrook Tech,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/11-rebecca-pl-cherrybrook-nsw-2126-13051701,"11 Rebecca Pl, Cherrybrook",5,3,2,974m2,$1.60M,$1.80M,$750/w,$850/w,House 1987 974m2 Residential - A 7742/DP747117 ,07 Aug 2020 Sold $1.64M,07 Aug 2020 Listed for Sale Auction,11 Mar 1988 Sold $274k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/20-eldridge-st-cherrybrook-nsw-2126-12531441,"20 Eldridge St, Cherrybrook",4,2,2,1050m2,$1.40M,$1.50M,$850/w,$950/w,House 1980 1050m2 Residential - A 5504/264609 ,04 Aug 2020 Sold $1.64M,10 Nov 2017 Sold $1.50M,07 Sep 2017 Listed for Sale Sold,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/5-rebecca-pl-cherrybrook-nsw-2126-19408291,"5 Rebecca Pl, Cherrybrook",4,3,2,881m2,$1.50M,$1.60M,$750/w,$850/w,House 1987 881m2 Residential - A 7745/DP747117 ,17 Aug 2020 Listed for Rent Application Approved!,17 Aug 2020 Listed for Rent $820,01 Aug 2020 Sold $1.53M,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/8-cornhill-pl-cherrybrook-nsw-2126-4538626,"8 Cornhill Pl, Cherrybrook",4,3,2,741m2,$1.60M,$1.80M,$575/w,$650/w,House 1985 233m2 741m2 Residence Residential - A 5204/714073 ,29 Jul 2020 Sold ,03 Jun 2002 Sold $608k,30 Sep 1985 Sold $61k,233m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/2-jonathon-pl-cherrybrook-nsw-2126-13844221,"2 Jonathon Pl, Cherrybrook",4,2,2,796m2,$1.30M,$1.40M,,,House 1987 796m2 Residential - A ,28 Jul 2020 Sold $1.36M,18 Jun 2020 Listed for Sale Contact Agent,,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/9-flame-tree-pl-cherrybrook-nsw-2126-2148979,"9 Flame Tree Pl, Cherrybrook",4,3,2,741m2,$1.40M,$1.50M,$575/w,$650/w,House 1986 233m2 741m2 Residential - A 72/710489 ,27 Jul 2020 Sold $1.61M,20 Jul 2020 Listed for Sale SOLD AT AUCTION,02 Jun 2005 Sold $695k,233m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/16-mckinley-pl-cherrybrook-nsw-2126-4280180,"16 Mckinley Pl, Cherrybrook",3,2,2,741m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 223m2 741m2 Residence Residential - A 5705/711788 ,25 Jul 2020 Sold $1.22M,07 May 2018 Listed for Sale Contact Agent,06 Sep 2011 Sold $735k,223m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/4-daniel-cl-cherrybrook-nsw-2126-4055492,"4 Daniel Cl, Cherrybrook",4,2,3,760m2,$1.40M,$1.50M,$575/w,$650/w,House 2008 760m2 Residence Residential - A 15/712168 ,23 Jul 2020 Sold $1.50M,10 May 2019 Sold $1.35M,24 Apr 2019 Listed for Sale UNDER OFFER,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/92-appletree-dr-cherrybrook-nsw-2126-2313922,"92 Appletree Dr, Cherrybrook",4,2,2,785m2,$1.40M,$1.50M,$650/w,$750/w,House 2006 785m2 Residential - A 105/747525 ,21 Jul 2020 Sold $1.36M,04 Aug 2006 Sold $555k,,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/104-purchase-rd-cherrybrook-nsw-2126-12836673,"104 Purchase Rd, Cherrybrook",5,3,4,1031m2,,,$750/w,$850/w,House 1970 520m2 1031m2 Residential - A 3/DP554327 ,18 Jul 2020 Sold $1.61M,"15 Jun 2020 Listed for Sale $1,606,000",,520m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/16-yanderra-gr-cherrybrook-nsw-2126-12937356,"16 Yanderra Gr, Cherrybrook",4,3,2,756m2,$1.60M,$1.80M,$750/w,$850/w,House 1985 209m2 756m2 Residential - A 16/261205 ,18 Jul 2020 Sold $1.67M,"22 Jun 2020 Listed for Sale $1,666,000",18 Aug 2014 Sold $1.18M,209m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/15-woodcrest-pl-cherrybrook-nsw-2126-13536088,"15 Woodcrest Pl, Cherrybrook",4,3,2,799m2,$1.20M,$1.30M,$575/w,$650/w,House 1978 184m2 799m2 Residential - A 111/261255 ,18 Jul 2020 Sold $1.26M,"14 Apr 2020 Listed for Sale $1,255,000",20 Jul 2018 Sold ,184m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/12-trevors-lane-cherrybrook-nsw-2126-5016491,"12 Trevors Lane, Cherrybrook",5,3,2,760m2,$1.60M,$1.80M,$650/w,$750/w,House 1985 316m2 760m2 Residence Residential - A 45/773934 ,18 Jul 2020 Sold $1.64M,04 Aug 2009 Sold $773k,,316m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/11-barkley-cl-cherrybrook-nsw-2126-12356647,"11 Barkley Cl, Cherrybrook",5,3,3,707m2,$1.60M,$1.80M,$575/w,$650/w,House 1999 268m2 707m2 Residential - A 17/865428 ,17 Jul 2020 Sold ,13 Oct 1998 Sold $280k,,268m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/179-purchase-rd-cherrybrook-nsw-2126-13827311,"179 Purchase Rd, Cherrybrook",4,3,2,743m2,$1.80M,$2.00M,$650/w,$750/w,House 2016 212m2 743m2 Residential - A 25/717822 ,15 Jul 2020 Sold $2.01M,04 Aug 2015 Sold $1.23M,,212m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/35-macquarie-dr-cherrybrook-nsw-2126-2457914,"35 Macquarie Dr, Cherrybrook",4,2,2,737m2,$1.40M,$1.50M,$750/w,$850/w,House 1985 737m2 Residence Residential - A 2813/261601 ,24 Aug 2020 Listed for Rent LEASED,14 Jul 2020 Sold $1.60M,09 Jul 2020 Listed for Sale RECENT SALES,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/1-goodman-pl-cherrybrook-nsw-2126-13140412,"1 Goodman Pl, Cherrybrook",4,2,2,,$1.40M,$1.50M,$750/w,$850/w,House 1987 Residential - A ,13 Jul 2020 Sold ,17 Sep 1987 Sold $164k,17 Sep 1987 Sold $164k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/1-43-darlington-dr-cherrybrook-nsw-2126-12691093,"1/43 Darlington Dr, Cherrybrook",3,2,3,747m2,$1.20M,$1.30M,$650/w,$750/w,House 1994 747m2 Residential - A 1/SP46055 ,04 Jul 2020 Sold $1.19M,10 Jun 2014 Sold $874k,,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/21-tallowwood-ave-cherrybrook-nsw-2126-5015358,"21 Tallowwood Ave, Cherrybrook",5,3,2,754m2,$1.60M,$1.80M,$850/w,$950/w,House 1997 754m2 Residence Residential - A 15/262427 ,04 Jul 2020 Sold $1.59M,"09 Jun 2020 Listed for Sale $1,585,000",04 Oct 2018 Sold ,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/17-ridgemont-cl-cherrybrook-nsw-2126-4596017,"17 Ridgemont Cl, Cherrybrook",3,2,2,600m2,$1.30M,$1.40M,$500/w,$575/w,House 2001 600m2 Residence Residential - A 203/874124 ,02 Jul 2020 Sold $1.43M,18 Jun 2020 Listed for Sale Sold by Craig Robinson,26 Nov 2001 Sold $445k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/36-manuka-cir-cherrybrook-nsw-2126-13768004,"36 Manuka Cir, Cherrybrook",4,3,2,1089m2,$1.50M,$1.60M,$500/w,$575/w,House 1985 266m2 1089m2 Residential - A 228/DP702794 ,30 Jun 2020 Sold $1.63M,03 Mar 2020 Listed for Sale Contact Agent,21 Dec 1984 Sold $55k,266m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/12-harvey-pl-cherrybrook-nsw-2126-4102178,"12 Harvey Pl, Cherrybrook",4,2,3,1069m2,$1.40M,$1.50M,$650/w,$750/w,House 1982 1069m2 Residence Residential - A 5/DP262675 ,09 Jul 2020 Listed for Sale RECENT SALES,27 Jun 2020 Sold $1.53M,11 Feb 2009 Sold $615k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/3-charles-pl-cherrybrook-nsw-2126-12734371,"3 Charles Pl, Cherrybrook",5,3,2,800m2,$1.40M,$1.50M,$650/w,$750/w,House 1988 800m2 Residential - A 7729/DP747117 ,26 Jun 2020 Sold $1.41M,"18 May 2020 Listed for Sale $1,410,000",,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/14-ridgemont-cl-cherrybrook-nsw-2126-11159909,"14 Ridgemont Cl, Cherrybrook",4,2,2,600m2,$1.50M,$1.60M,$850/w,$950/w,House 2000 173m2 600m2 Residence Residential - A 211/874124 ,25 Jun 2020 Sold $1.64M,03 Jun 2020 Listed for Sale Just Listed,02 Mar 2015 Sold $1.19M,173m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/107-shepherds-dr-cherrybrook-nsw-2126-13209803,"107 Shepherds Dr, Cherrybrook",3,2,2,720m2,$1.30M,$1.40M,$425/w,$500/w,House 1983 720m2 Residential - A 4304/DP264241 ,24 Jun 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/11-francis-greenway-dr-cherrybrook-nsw-2126-4237227,"11 Francis Greenway Dr, Cherrybrook",5,4,3,835m2,$1.50M,$1.60M,$650/w,$750/w,House 1981 221m2 835m2 Residence Residential - A 115/259144 ,24 Jun 2020 Sold ,19 Mar 2009 Sold $685k,,221m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/3-tallowwood-ave-cherrybrook-nsw-2126-13091864,"3 Tallowwood Ave, Cherrybrook",4,3,3,1053m2,$1.80M,$2.00M,$750/w,$850/w,House 1980 172m2 1053m2 Residential - A 2009/260332 ,22 Jun 2020 Sold $1.90M,23 Jun 2017 Sold $2.00M,26 May 2014 Sold $920k,172m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/4-greenoaks-ave-cherrybrook-nsw-2126-12540520,"4 Greenoaks Ave, Cherrybrook",4,2,2,850m2,$1.40M,$1.50M,$575/w,$650/w,House 1982 850m2 Residential - A 106/260879 ,20 Jun 2020 Sold $1.54M,23 May 1997 Sold $343k,23 May 1997 Sold $343k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/28-arundel-way-cherrybrook-nsw-2126-19067401,"28 Arundel Way, Cherrybrook",3,2,2,365m2,$1.30M,$1.40M,$500/w,$575/w,House 2000 365m2 Residential - A 15/285293 ,20 Jun 2020 Sold $1.43M,"28 May 2020 Listed for Sale $1,430,000",09 May 2019 Sold ,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/5-veronica-pl-cherrybrook-nsw-2126-12850127,"5 Veronica Pl, Cherrybrook",4,2,2,824m2,$1.40M,$1.50M,$350/w,$425/w,House 1983 824m2 Residential - A 2426/DP264640 ,18 Jun 2020 Sold ,14 Oct 2019 Sold ,16 Dec 1988 Sold $315k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/47-cedarwood-dr-cherrybrook-nsw-2126-12851610,"47 Cedarwood Dr, Cherrybrook",5,3,2,1068m2,$1.40M,$1.50M,$650/w,$750/w,House 1983 250m2 1068m2 Residential - A 22/261424 ,15 Jun 2020 Sold $1.45M,04 May 2020 Listed for Sale Contact Agent,20 Jan 1995 Sold $400k,250m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/18-lonicera-pl-cherrybrook-nsw-2126-13028923,"18 Lonicera Pl, Cherrybrook",5,3,3,1004m2,$1.60M,$1.80M,$650/w,$750/w,House 1985 316m2 1004m2 Residential - A 61/261255 ,15 Jun 2020 Sold $1.82M,23 Feb 1999 Sold $520k,02 Dec 1983 Sold $75k,316m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/31-darlington-dr-cherrybrook-nsw-2126-12069676,"31 Darlington Dr, Cherrybrook",4,3,2,743m2,$1.60M,$1.80M,$750/w,$850/w,House 1991 309m2 743m2 Residence Residential - A 127/806547 ,14 Jun 2020 Sold ,26 Sep 2011 Sold $907k,21 Dec 1990 Sold $147k,309m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/31-blackwattle-pl-cherrybrook-nsw-2126-5844945,"31 Blackwattle Pl, Cherrybrook",4,3,2,994m2,$1.40M,$1.50M,$750/w,$850/w,House 1989 994m2 Residence Residential - A 326/777215 ,12 Jun 2020 Sold $1.45M,"16 Jan 2020 Listed for Sale $1,450,000",01 Dec 2009 Sold $780k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/12-pogson-dr-cherrybrook-nsw-2126-12767932,"12 Pogson Dr, Cherrybrook",5,3,2,758m2,$1.60M,$1.80M,$575/w,$650/w,House 1985 249m2 758m2 Residential - A 6502/714132 ,09 Jun 2020 Sold $1.82M,03 Jun 2020 Listed for Sale Contact Agent,13 Dec 1999 Sold $471k,249m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/14-penrose-ave-cherrybrook-nsw-2126-12858751,"14 Penrose Ave, Cherrybrook",4,2,2,1072m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 265m2 1072m2 Residence Residential - A 3506/261373 ,06 Jun 2020 Sold $1.70M,"14 Apr 2020 Listed for Sale $1,700,000",06 Nov 2012 Sold $960k,265m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/18-veronica-pl-cherrybrook-nsw-2126-13318169,"18 Veronica Pl, Cherrybrook",4,2,2,735m2,$1.30M,$1.40M,$650/w,$750/w,House 1980 150m2 735m2 Residential - A 2423/DP264640 ,06 Jun 2020 Sold $1.31M,24 Apr 2020 Listed for Sale Auction,23 Mar 2020 Listed for Rent $750 p/w,150m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/7-claridge-cl-cherrybrook-nsw-2126-13512206,"7 Claridge Cl, Cherrybrook",4,3,3,818m2,$1.60M,$1.80M,$1100/w,$1250/w,House 1998 255m2 818m2 Residential - A 214/874124 ,03 Jun 2020 Sold $1.82M,27 Jan 1998 Sold $195k,,255m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/7-paxton-cres-cherrybrook-nsw-2126-13037200,"7 Paxton Cres, Cherrybrook",5,3,2,745m2,$1.60M,$1.80M,$500/w,$575/w,House 1985 205m2 745m2 Residence Residential - A 505/260037 ,01 Jun 2020 Sold $1.70M,08 May 2020 Listed for Sale Just Listed - Walk to Station,16 Dec 2011 Sold $785k,205m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/4-caversham-ct-cherrybrook-nsw-2126-4399229,"4 Caversham Ct, Cherrybrook",4,1,2,469m2,$1.12M,$1.68M,$350/w,$425/w,House 1995 469m2 Residence Residential - A 4/285164 ,01 Jun 2020 Sold ,19 May 2003 Sold $560k,07 Jan 2000 Sold $380k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/15-beverley-pl-cherrybrook-nsw-2126-10226462,"15 Beverley Pl, Cherrybrook",4,2,4,906m2,$1.29M,$1.57M,$650/w,$750/w,House 1990 906m2 Residence Residential - A 6701/732431 ,28 May 2020 Sold $1.47M,28 Jan 2020 Listed for Sale Offers Invited,15 Nov 2012 Sold $780k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/20-lawson-pl-cherrybrook-nsw-2126-4666002,"20 Lawson Pl, Cherrybrook",4,3,7,909m2,$1.80M,$2.00M,$750/w,$850/w,House 1970 324m2 909m2 House Residential - A 824/260250 ,28 May 2020 Sold ,29 Jun 2012 Sold $925k,08 Jun 2001 Sold $515k,324m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/22-haven-ct-cherrybrook-nsw-2126-4809509,"22 Haven Ct, Cherrybrook",3,2,2,450m2,$1.30M,$1.40M,$500/w,$575/w,House 1999 450m2 Residential - A 21/843249 ,28 May 2020 Sold $1.38M,19 May 2020 Listed for Sale Just Listed,15 Jun 1999 Sold $317k,
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/24-maybush-pl-cherrybrook-nsw-2126-13218328,"24 Maybush Pl, Cherrybrook",4,2,2,785m2,$1.30M,$1.40M,$575/w,$650/w,House 1992 181m2 785m2 Residential - A 52/710489 ,08 Jul 2020 Listed for Sale RECENT SALES,23 May 2020 Sold $1.39M,22 Jan 2020 Listed for Sale For Sale,181m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/17-protea-pl-cherrybrook-nsw-2126-4641558,"17 Protea Pl, Cherrybrook",5,2,2,740m2,$1.40M,$1.50M,$750/w,$850/w,House 1980 240m2 740m2 Residence Residential - A 6179/713006 ,21 May 2020 Sold ,19 Jul 2012 Sold $810k,21 Jan 2011 Sold $791k,240m2
0,https://www.onthehouse.com.au/property/nsw/cherrybrook-2126/12-zulfi-cl-cherrybrook-nsw-2126-13196876,"12 Zulfi Cl, Cherrybrook",-,-,-,839m2,$1.40M,$1.50M,$425/w,$500/w,House 839m2 Residential - A 834/842324 ,20 May 2020 Sold ,26 Aug 1997 Sold $185k,03 Feb 1995 Sold $180k,
