,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/6-harry-gilbank-way-kellyville-nsw-2155-14366329,"6 Harry Gilbank Way, Kellyville",4,2,2,488m2,$1.20M,$1.30M,$650/w,$750/w,House 2007 216m2 488m2 Residential - A 308/DP1117312 ,20 Sep 2020 Sold $1.22M,19 Oct 2007 Sold $599k,19 Oct 2007 Sold $599k,216m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/5-thomas-boulton-cct-kellyville-nsw-2155-19568481,"5 Thomas Boulton Cct, Kellyville",-,-,-,700m2,$1.80M,$2.00M,$850/w,$950/w,House 700m2 ,19 Sep 2020 Sold $1.76M,10 Feb 2016 Sold $925k,11 Dec 2014 Sold $580k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/9-magrath-st-kellyville-nsw-2155-12093815,"9 Magrath St, Kellyville",4,2,-,484m2,$1.40M,$1.50M,$750/w,$850/w,House 2014 244m2 484m2 Vacant Land Residential - A 238/1152852 ,18 Sep 2020 Sold $1.48M,19 Jun 2017 Sold $1.50M,18 Aug 2011 Sold $342k,244m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/117-cattai-creek-dr-kellyville-nsw-2155-14926296,"117 Cattai Creek Dr, Kellyville",5,3,3,733m2,$1.50M,$1.60M,$750/w,$850/w,House 1998 733m2 Residential - A 9/DP1007352 ,17 Sep 2020 Sold $1.56M,17 Aug 2020 Listed for Sale SOLD BY DANIEL LLAMAS!!!,18 Sep 2017 Rented $1.10k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/33-ballymena-way-kellyville-nsw-2155-5005771,"33 Ballymena Way, Kellyville",5,2,3,684m2,$1.40M,$1.50M,$650/w,$750/w,House 2010 371m2 684m2 Vacant Land Residential - A 18/1130342 ,15 Sep 2020 Sold $1.55M,28 Nov 2014 Sold $1.25M,10 Aug 2009 Sold $363k,371m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/71-acres-rd-kellyville-nsw-2155-13333173,"71 Acres Rd, Kellyville",4,2,2,1066m2,$1.10M,$1.20M,$500/w,$575/w,House 1991 1066m2 Residential - A 41/DP579047 ,12 Sep 2020 Sold $1.12M,16 Jul 1998 Sold $170k,16 Jul 1998 Sold $170k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/6-gormon-ave-kellyville-nsw-2155-17745996,"6 Gormon Ave, Kellyville",4,3,2,704m2,$1.80M,$2.00M,$650/w,$750/w,House 2012 349m2 704m2 Residential - A 64/1151172 ,11 Sep 2020 Sold ,14 Oct 2014 Sold $1.28M,24 Apr 2013 Sold $1.05M,349m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/30-strathfillan-way-kellyville-nsw-2155-3253411,"30 Strathfillan Way, Kellyville",4,3,3,1395m2,$1.80M,$2.00M,$650/w,$750/w,House 1995 388m2 1395m2 Residential - A 1013/884497 ,10 Sep 2020 Sold $1.83M,23 Jul 2008 Sold $860k,22 Sep 1999 Sold $200k,388m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/59-marella-ave-kellyville-nsw-2155-2504407,"59 Marella Ave, Kellyville",3,1,2,450m2,$900k,$1.00M,$350/w,$425/w,House 2000 110m2 450m2 Residential - A 63/876499 ,09 Sep 2020 Sold $975k,08 Nov 2007 Sold $452k,04 Nov 1999 Sold $117k,110m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/25-treeland-cct-kellyville-nsw-2155-18440394,"25 Treeland Cct, Kellyville",4,2,2,324m2,$1.00M,$1.10M,$650/w,$750/w,House 2000 189m2 324m2 Residential - A 16/270698 ,08 Sep 2020 Sold $1.00M,13 Jan 2015 Sold $785k,"17 Nov 2014 Listed for Sale Offers over $695,000",189m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/83-river-oak-cct-kellyville-nsw-2155-16095577,"83 River Oak Cct, Kellyville",4,2,2,524m2,$1.10M,$1.20M,$650/w,$750/w,House 2003 239m2 524m2 Residential - A 9053/1043033 ,07 Sep 2020 Sold ,28 Aug 2013 Sold $725k,05 Nov 2004 Sold $670k,239m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/31-cunningham-pde-kellyville-nsw-2155-4292147,"31 Cunningham Pde, Kellyville",4,3,3,622m2,$1.60M,$1.80M,$750/w,$850/w,House 2004 333m2 622m2 Residence Residential - A 115/1039462 ,07 Sep 2020 Sold $1.70M,02 Nov 2015 Sold $1.65M,"25 Aug 2015 Listed for Sale $1,645,000",333m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/26-redden-dr-kellyville-nsw-2155-2200436,"26 Redden Dr, Kellyville",4,2,2,598m2,$1.10M,$1.20M,$575/w,$650/w,House 1997 598m2 Residential - A 152/866684 ,05 Sep 2020 Sold $995k,12 Aug 2020 Listed for Sale SOLD,05 Mar 2019 Listed for Rent APPLICATION APPROVED,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/3-sentinel-ave-kellyville-nsw-2155-4105464,"3 Sentinel Ave, Kellyville",4,2,2,600m2,$1.10M,$1.20M,$650/w,$750/w,House 2000 264m2 600m2 Residence Residential - A 213/872307 ,05 Sep 2020 Sold $1.14M,27 Jan 2009 Sold $591k,,264m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/15-cornelius-pl-kellyville-nsw-2155-2261481,"15 Cornelius Pl, Kellyville",5,3,2,604m2,$1.60M,$1.80M,$750/w,$850/w,House 2005 604m2 Residential - A 13/DP1070492 ,04 Sep 2020 Sold $1.73M,01 May 2006 Sold $408k,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/10-terrie-pl-kellyville-nsw-2155-2182861,"10 Terrie Pl, Kellyville",4,1,2,762m2,$1.10M,$1.20M,$500/w,$575/w,House 1980 149m2 762m2 Residence Residential - A 224/248327 ,03 Sep 2020 Sold $1.16M,31 Aug 2015 Sold $1.05M,"15 Jun 2015 Listed for Sale Offers over $970,000",149m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/23-magrath-st-kellyville-nsw-2155-15954881,"23 Magrath St, Kellyville",-,-,-,510m2,,,$650/w,$750/w,House 510m2 Vacant Land Residential - A 12/1171087 ,02 Sep 2020 Sold $1.45M,22 Aug 2012 Sold $421k,22 Aug 2012 Sold $421k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/89-thomas-boulton-cct-kellyville-nsw-2155-21000240,"89 Thomas Boulton Cct, Kellyville",-,-,-,,$1.80M,$2.00M,,,House ,01 Sep 2020 Sold $2.25M,,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/41-valenti-cres-kellyville-nsw-2155-16100675,"41 Valenti Cres, Kellyville",5,3,2,556m2,$1.40M,$1.50M,$750/w,$850/w,House 2003 338m2 556m2 Vacant Land Residential - A 125/1041473 ,29 Aug 2020 Sold $1.43M,31 Mar 2014 Sold $973k,18 Oct 2002 Sold $215k,338m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/10-chestnut-gr-kellyville-nsw-2155-2161215,"10 Chestnut Gr, Kellyville",4,3,2,366m2,$1.10M,$1.20M,$650/w,$750/w,House 1980 366m2 Residential - A 10/270410 ,28 Aug 2020 Sold $1.13M,08 Jul 2005 Sold $540k,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/1-president-rd-kellyville-nsw-2155-4310168,"1 President Rd, Kellyville",3,2,1,3593m2,$1.40M,$1.50M,$575/w,$650/w,House 1990 188m2 3593m2 Vacant Land Residential - A 7/26271 ,28 Aug 2020 Sold $3.80M,"13 Nov 2017 Listed for Sale $4,350,000","01 Jun 2016 Listed for Sale $850,000 - $970,000",188m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/6-vernonia-ave-kellyville-nsw-2155-4391707,"6 Vernonia Ave, Kellyville",4,2,2,405m2,$1.10M,$1.20M,$575/w,$650/w,House 2003 221m2 405m2 Residence Residential - A 9111/1043033 ,28 Aug 2020 Sold $1.13M,04 Aug 2020 Listed for Sale SOLD BY MATT LANGDON!!! 0431 037 478,07 Nov 2012 Sold $630k,221m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/20-taringa-ave-kellyville-nsw-2155-4673747,"20 Taringa Ave, Kellyville",4,2,2,450m2,$1.10M,$1.20M,$575/w,$650/w,House 2000 200m2 450m2 Residence Residential - A 324/1018667 ,28 Aug 2020 Sold $1.12M,"24 Jun 2020 Listed for Sale $1,120,000-$1,150,000",14 May 2013 Sold $685k,200m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/22-benalla-ave-kellyville-nsw-2155-2242273,"22 Benalla Ave, Kellyville",3,1,2,880m2,$900k,$1.00M,$500/w,$575/w,House 1965 112m2 880m2 Residence Residential - A 3/730222 ,27 Aug 2020 Sold $936k,28 Jul 2020 Listed for Sale ANOTHER SOLD BY DANIEL LLAMAS! 0421 908 736,08 Apr 2013 Sold $555k,112m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/35-greyfriar-pl-kellyville-nsw-2155-5944941,"35 Greyfriar Pl, Kellyville",4,2,2,540m2,$1.20M,$1.30M,$650/w,$750/w,House 2010 540m2 Residence Residential - A 61/1039960 ,27 Aug 2020 Sold $1.25M,31 Jul 2020 Listed for Sale SOLD BY KAEL SHARP!!! 0435 821 736,26 May 2010 Sold $645k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/54-greenwood-rd-kellyville-nsw-2155-2313853,"54 Greenwood Rd, Kellyville",4,1,-,708m2,$1.00M,$1.10M,$500/w,$575/w,House 1970 155m2 708m2 Residential - A 17/235228 ,22 Aug 2020 Sold $1.21M,28 Feb 2017 Listed for Rent LEASED,23 Feb 2016 Rented $570,155m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/10-swann-pl-kellyville-nsw-2155-3904741,"10 Swann Pl, Kellyville",4,3,2,550m2,$1.10M,$1.20M,$500/w,$575/w,House 2001 550m2 Vacant Land Residential - A 563/1012009 ,22 Aug 2020 Sold ,21 Nov 2019 Listed for Rent $560 Weekly,18 Oct 2019 Listed for Rent $560,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/3-diana-ave-kellyville-nsw-2155-12863968,"3 Diana Ave, Kellyville",7,4,4,698m2,$1.50M,$1.60M,$750/w,$850/w,House 1985 284m2 698m2 Residence Residential - A 8/245626 ,21 Aug 2020 Sold $1.40M,04 Dec 2012 Sold $700k,,284m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/20-delphinium-pl-kellyville-nsw-2155-13156960,"20 Delphinium Pl, Kellyville",4,2,2,449m2,$1.00M,$1.10M,$650/w,$750/w,House 2014 449m2 Residential - A 20/859430 ,21 Aug 2020 Sold ,26 May 2020 Listed for Sale Sold,21 Feb 2017 Sold $488k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/30-spring-rd-kellyville-nsw-2155-9109515,"30 Spring Rd, Kellyville",5,3,-,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1976 197m2 695m2 Residential - A 8/238309 ,19 Aug 2020 Sold $1.15M,19 Jun 2018 Sold $1.06M,10 Oct 2013 Sold $690k,197m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/28-perkins-dr-kellyville-nsw-2155-19336098,"28 Perkins Dr, Kellyville",4,2,2,624m2,$1.10M,$1.20M,$575/w,$650/w,House 1996 218m2 624m2 Residential - A 121/862283 ,18 Aug 2020 Sold ,07 Jan 2020 Sold ,14 Jun 2016 Rented $650,218m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/24-spring-rd-kellyville-nsw-2155-12855107,"24 Spring Rd, Kellyville",4,2,1,739m2,$1.10M,$1.20M,$575/w,$650/w,House 1985 205m2 739m2 Residence Residential - A 5/238309 ,15 Aug 2020 Sold $1.15M,10 Dec 2012 Sold $675k,30 Oct 1998 Sold $276k,205m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/49-maeve-ave-kellyville-nsw-2155-2255273,"49 Maeve Ave, Kellyville",4,2,2,670m2,$1.50M,$1.60M,$650/w,$750/w,House 2008 384m2 670m2 Residence Residential - A 411/1076298 ,15 Aug 2020 Sold $1.62M,04 Apr 2012 Sold $1.00M,14 Dec 2005 Sold $250k,384m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/12-james-green-cl-kellyville-nsw-2155-19567369,"12 James Green Cl, Kellyville",4,3,2,361m2,$1.10M,$1.20M,$650/w,$750/w,House 2014 361m2 ,14 Aug 2020 Sold ,19 May 2020 Listed for Sale Contact Agent,26 Feb 2016 Listed for Rent $680 per week,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/21-cornelius-pl-kellyville-nsw-2155-2361312,"21 Cornelius Pl, Kellyville",4,3,3,649m2,$1.50M,$1.60M,$750/w,$850/w,House 2006 275m2 649m2 Residential - A 16/1070492 ,14 Aug 2020 Sold ,20 Nov 2006 Sold $635k,05 Dec 2005 Sold $375k,275m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/10-cobblers-cl-kellyville-nsw-2155-13033409,"10 Cobblers Cl, Kellyville",4,2,2,509m2,$1.10M,$1.20M,$575/w,$650/w,House 1999 509m2 Residential - A 247/874996 ,13 Aug 2020 Sold $1.04M,22 Jun 2016 Rented $630,11 Feb 2016 Rented $600,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/13-mansfield-way-kellyville-nsw-2155-3763117,"13 Mansfield Way, Kellyville",4,2,2,463m2,$1.30M,$1.40M,$650/w,$750/w,House 2002 195m2 463m2 Residence Residential - A 2004/1036197 ,11 Aug 2020 Sold $1.34M,29 Oct 2019 Sold $1.23M,05 Jul 2004 Sold $558k,195m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/9-fox-creek-cct-kellyville-nsw-2155-16043752,"9 Fox Creek Cct, Kellyville",4,2,2,270m2,$900k,$1.00M,$650/w,$750/w,House 2013 231m2 270m2 Residence Residential - A 15/270732 ,10 Aug 2020 Sold $935k,19 Apr 2013 Sold $594k,,231m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/106-burns-rd-kellyville-nsw-2155-20988313,"106 Burns Rd, Kellyville",-,-,-,,$1.30M,$1.40M,,,House ,10 Aug 2020 Sold $1.49M,,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/1-greenwich-pl-kellyville-nsw-2155-4332198,"1 Greenwich Pl, Kellyville",4,2,2,635m2,$1.10M,$1.20M,$575/w,$650/w,House 1996 153m2 635m2 Residence Residential - A 28/855997 ,10 Aug 2020 Sold $1.16M,04 Dec 2014 Sold $836k,25 Jul 2012 Rented $560,153m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/6-arnold-ave-kellyville-nsw-2155-12992377,"6 Arnold Ave, Kellyville",4,2,2,424m2,$1.00M,$1.10M,$650/w,$750/w,House 2011 162m2 424m2 Residence Residential - A 6/1162520 ,09 Aug 2020 Sold $1.14M,"17 Aug 2018 Listed for Sale $949,000",11 Jul 2018 Listed for Rent $700 per week,162m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/4b-james-mileham-dr-kellyville-nsw-2155-13806063,"4b James Mileham Dr, Kellyville",5,3,3,601m2,$1.30M,$1.40M,$650/w,$750/w,House 1999 601m2 Residential - A 229/DP874996 ,08 Aug 2020 Sold $1.37M,27 Nov 1998 Sold $405k,15 Jul 1998 Sold $145k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/9-3-mardi-ct-kellyville-nsw-2155-14993588,"9/3 Mardi Ct, Kellyville",3,2,2,505m2,$900k,$1.00M,$500/w,$575/w,House 2000 130m2 505m2 House Residential - A 10/285688 ,08 Aug 2020 Sold $960k,16 Jul 2020 Listed for Sale SOLD BY KAEL SHARP!!! 0435 821 736,21 Jan 2013 Sold $592k,130m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/62-grace-cres-kellyville-nsw-2155-18867737,"62 Grace Cres, Kellyville",3,2,1,211m2,$800k,$900k,$500/w,$575/w,House 2014 211m2 Residential - A 32/270781 ,08 Aug 2020 Sold $810k,03 Jun 2020 Listed for Sale Contact Agent,14 Nov 2017 Listed for Rent $600PW,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/21-willcox-cres-kellyville-nsw-2155-19308572,"21 Willcox Cres, Kellyville",4,2,2,728m2,$1.50M,$1.60M,$650/w,$750/w,House 2014 728m2 Residential - A 101/DP1178850 ,08 Aug 2020 Sold $1.69M,,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/36-halcyon-ave-kellyville-nsw-2155-4481504,"36 Halcyon Ave, Kellyville",4,2,2,566m2,$1.50M,$1.60M,$650/w,$750/w,House 2002 566m2 Residence Residential - A 9061/1043033 ,08 Aug 2020 Sold $1.44M,21 Jun 2012 Sold $720k,14 Nov 2002 Sold $300k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/7-gurner-pl-kellyville-nsw-2155-12928100,"7 Gurner Pl, Kellyville",3,2,2,727m2,$1.10M,$1.20M,$575/w,$650/w,House 1970 187m2 727m2 Residential - A 9/248959 ,06 Aug 2020 Sold $1,18 Jun 1999 Sold $290k,18 Jun 1999 Sold $290k,187m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/14-aruma-ave-kellyville-nsw-2155-13316335,"14 Aruma Ave, Kellyville",3,2,2,686m2,$1.10M,$1.20M,$500/w,$575/w,House 1991 686m2 Residential - A 34/DP246291 ,04 Aug 2020 Sold ,13 Mar 1991 Sold $220k,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/6-ashburton-ct-kellyville-nsw-2155-4471973,"6 Ashburton Ct, Kellyville",4,3,2,550m2,$1.30M,$1.40M,$750/w,$850/w,House 2003 240m2 550m2 Residence Residential - A 151/870865 ,03 Aug 2020 Sold $1.32M,20 Jul 2012 Sold $757k,22 Oct 2007 Sold $655k,240m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/10-glenrowan-ave-kellyville-nsw-2155-2083477,"10 Glenrowan Ave, Kellyville",4,4,1,822m2,$1.20M,$1.30M,$650/w,$750/w,House 1980 285m2 822m2 Residence Residential - A 33/258053 ,01 Aug 2020 Sold $1.20M,18 Feb 2019 Sold ,24 Jun 2011 Sold $690,285m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/51-valenti-cres-kellyville-nsw-2155-4333357,"51 Valenti Cres, Kellyville",4,2,2,552m2,$1.20M,$1.30M,$575/w,$650/w,House 2004 353m2 552m2 Vacant Land Residential - A 120/1041473 ,01 Aug 2020 Sold $1.22M,01 Dec 2014 Sold $850k,06 Dec 2013 Sold $850k,353m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/32-bel-air-dr-kellyville-nsw-2155-18546829,"32 Bel Air Dr, Kellyville",4,2,2,372m2,$1.20M,$1.30M,$750/w,$850/w,House 2013 183m2 372m2 Residential - A 39/270738 ,31 Jul 2020 Sold $1.22M,22 Nov 2013 Sold $850k,,183m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/27-wildrose-st-kellyville-nsw-2155-2122168,"27 Wildrose St, Kellyville",5,3,2,529m2,$1.40M,$1.50M,$950/w,$1100/w,House 2005 347m2 529m2 Vacant Land Residential - A 14/1034239 ,31 Jul 2020 Sold ,18 Nov 2016 Sold $1.23M,"29 Aug 2016 Listed for Sale $1,279,000",347m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/154-wrights-rd-kellyville-nsw-2155-2193229,"154 Wrights Rd, Kellyville",4,3,3,450m2,$1.20M,$1.30M,$650/w,$750/w,House 2005 450m2 Vacant Land Residential - A 6/1049474 ,31 Jul 2020 Sold $1.37M,22 Sep 2005 Sold $690k,23 May 2003 Sold $290k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/22-maeve-ave-kellyville-nsw-2155-2224302,"22 Maeve Ave, Kellyville",5,3,3,700m2,$1.60M,$1.80M,$1100/w,$1250/w,House 2004 320m2 700m2 Residence Residential - A 211/1016341 ,31 Jul 2020 Sold $1.65M,16 Jul 2020 Listed for Sale SOLD Contact Agent,26 May 2015 Sold $1.38M,320m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/3-sussex-rd-kellyville-nsw-2155-2476000,"3 Sussex Rd, Kellyville",4,2,4,540m2,$1.30M,$1.40M,$575/w,$650/w,House 2000 277m2 540m2 Residence Residential - A 118/1018664 ,30 Jul 2020 Sold $1.35M,02 Jul 2020 Listed for Sale SOLD BY KAEL SHARP!!! 0435 821 736,13 Apr 2012 Sold $725k,277m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/44-hartigan-ave-kellyville-nsw-2155-12088612,"44 Hartigan Ave, Kellyville",4,2,2,573m2,$1.60M,$1.80M,$650/w,$750/w,House 2012 573m2 Vacant Land Residential - A 223/1152852 ,29 Jul 2020 Sold $1.59M,21 Apr 2020 Listed for Sale Contact Agent,18 Aug 2011 Sold $373k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/19-tom-scanlon-cl-kellyville-nsw-2155-2137302,"19 Tom Scanlon Cl, Kellyville",4,2,2,517m2,$1.10M,$1.20M,$650/w,$750/w,House 2005 517m2 Residential - A 13/1006698 ,29 Jul 2020 Sold $1.00M,29 Apr 2005 Sold $468k,,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/14-cornelius-pl-kellyville-nsw-2155-2398640,"14 Cornelius Pl, Kellyville",5,3,3,638m2,$1.50M,$1.60M,$750/w,$850/w,House 2006 312m2 638m2 Residential - A 22/1070492 ,28 Jul 2020 Sold $1.61M,30 Jan 2007 Sold $750k,,312m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/106-grace-cres-kellyville-nsw-2155-18867692,"106 Grace Cres, Kellyville",3,2,1,192m2,$800k,$900k,$500/w,$575/w,House 2013 148m2 192m2 Residential - A 55/270781 ,27 Jul 2020 Sold $813k,27 Jun 2014 Sold $555k,27 Jun 2014 Sold $555k,148m2
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/2-ikara-ave-kellyville-nsw-2155-12652853,"2 Ikara Ave, Kellyville",3,3,3,697m2,$1.60M,$1.80M,$575/w,$650/w,House 1984 697m2 Residential - A 72/249640 ,25 Jul 2020 Sold $1.85M,12 Sep 2013 Sold $665k,27 Nov 1984 Sold $115k,
0,https://www.onthehouse.com.au/property/nsw/kellyville-2155/7-seath-st-kellyville-nsw-2155-15724988,"7 Seath St, Kellyville",4,2,3,707m2,$1.60M,$1.80M,$750/w,$850/w,House 2013 221m2 707m2 Vacant Land Residential - A 19/1154788 ,25 Jul 2020 Sold $1.67M,31 Oct 2011 Sold $455k,,221m2
