,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/9-harford-st-north-ryde-nsw-2113-13514130,"9 Harford St, North Ryde",3,1,1,563m2,$1.50M,$1.60M,$575/w,$650/w,House 1979 563m2 Residential - A 24/DP29567 ,05 Sep 2020 Sold $1.37M,13 Aug 2020 Listed for Sale Auction On Site September 5 at 10.30am,01 Jan 1970 Sold ,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/41-david-ave-north-ryde-nsw-2113-13699478,"41 David Ave, North Ryde",4,2,2,741m2,$1.80M,$2.00M,$575/w,$650/w,House 1978 741m2 Residential - A 68/DP36455 ,05 Sep 2020 Sold $1.81M,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/38-farrington-pde-north-ryde-nsw-2113-2212874,"38 Farrington Pde, North Ryde",2,1,1,607m2,$1.60M,$1.80M,$500/w,$575/w,House 1980 7m2 607m2 Residential - A 73/28396 ,04 Sep 2020 Sold $1.83M,13 Aug 2020 Listed for Sale Contact Agent,15 Mar 2006 Sold $595k,7m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/26-numa-rd-north-ryde-nsw-2113-4306566,"26 Numa Rd, North Ryde",4,2,2,512m2,$1.80M,$2.00M,$950/w,$1100/w,House 1996 235m2 512m2 Residence Residential - A 2/38991 ,02 Sep 2020 Sold $1.88M,12 Jan 2004 Sold $680k,21 Apr 1997 Sold $265k,235m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/109-parklands-rd-north-ryde-nsw-2113-2411703,"109 Parklands Rd, North Ryde",2,1,1,493m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 493m2 Residential - A 1/27219 ,31 Aug 2020 Sold ,06 Mar 2007 Sold $520k,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/78-coxs-rd-north-ryde-nsw-2113-12388970,"78 Coxs Rd, North Ryde",5,2,1,778m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 778m2 Residential - A 6/DP19923 ,29 Aug 2020 Sold $1.90M,29 May 2019 Sold ,"09 Oct 2018 Listed for Sale Guide - $1,500,000",
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/33-wilson-st-north-ryde-nsw-2113-13510773,"33 Wilson St, North Ryde",3,2,1,696m2,$1.61M,$1.96M,,,House 1950 118m2 696m2 Residential - A 8/30963 ,28 Aug 2020 Sold ,25 Aug 2014 Sold $1.03M,25 Dec 1994 Sold $236k,118m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/88-epping-rd-north-ryde-nsw-2113-2149943,"88 Epping Rd, North Ryde",4,2,1,555m2,$1.20M,$1.30M,$350/w,$425/w,House 1950 107m2 555m2 Residential - A 117/36618 ,25 Aug 2020 Sold $600k,02 Apr 2019 Sold $168k,09 Aug 2013 Sold $640k,107m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/19-parklands-rd-north-ryde-nsw-2113-12339597,"19 Parklands Rd, North Ryde",3,1,1,560m2,$1.30M,$1.40M,$650/w,$750/w,House 1978 560m2 Residential - A 6/DP25675 ,19 Aug 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/10-napier-cres-north-ryde-nsw-2113-4814857,"10 Napier Cres, North Ryde",3,2,2,629m2,$1.60M,$1.80M,$575/w,$650/w,House 1999 629m2 Residential - A 11/25949 ,13 Aug 2020 Sold ,08 Jul 2020 Listed for Sale Contact Agent,06 Dec 1999 Sold $365k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/20-pamela-st-north-ryde-nsw-2113-13451575,"20 Pamela St, North Ryde",5,3,1,639m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 639m2 Residential - A 3/DP220885 ,05 Aug 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/79-morshead-st-north-ryde-nsw-2113-12641878,"79 Morshead St, North Ryde",3,1,2,556m2,$1.50M,$1.60M,$575/w,$650/w,House 1959 95m2 556m2 Residential - A 369/DP28914 ,03 Aug 2020 Sold $1.60M,11 Jul 2017 Sold $1.64M,,95m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/25-kokoda-st-north-ryde-nsw-2113-12865172,"25 Kokoda St, North Ryde",4,2,2,577m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 7m2 577m2 Residential - A 206/DP28396 ,03 Aug 2020 Sold ,28 Feb 1979 Sold $48k,28 Feb 1979 Sold $48k,7m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/11-cooney-st-north-ryde-nsw-2113-13028965,"11 Cooney St, North Ryde",2,1,2,602m2,$1.40M,$1.50M,$350/w,$425/w,House 1997 602m2 Residential - A 15/DP36487 ,01 Aug 2020 Sold $1.51M,02 Jul 2020 Listed for Sale Sold by Neil Robson 0414 598 554,21 May 1997 Sold $5.85k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/29-kent-rd-north-ryde-nsw-2113-2355049,"29 Kent Rd, North Ryde",6,5,1,442m2,$1.40M,$1.50M,$650/w,$750/w,House 1960 105m2 442m2 Residential - A 4/162818 ,01 Aug 2020 Sold $1.22M,01 Jul 2020 Listed for Sale SOLD AT THE AUCTION,21 Mar 2019 Listed for Sale Contact Agent,105m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/16-lorna-ave-north-ryde-nsw-2113-4748438,"16 Lorna Ave, North Ryde",4,1,1,573m2,$1.50M,$1.60M,$650/w,$750/w,House 1980 573m2 Residential - A 21/26105 ,31 Jul 2020 Sold $1.53M,23 Jul 2020 Listed for Sale Contact Agent,04 Sep 2019 Listed for Rent $680,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/64a-trevitt-rd-north-ryde-nsw-2113-13516157,"64a Trevitt Rd, North Ryde",3,2,1,336m2,$1.50M,$1.60M,$650/w,$750/w,House 1997 171m2 336m2 Residential - A 101/869364 ,25 Jul 2020 Sold $1.61M,29 May 2014 Sold $990k,04 Jul 1997 Sold $325k,171m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/69-badajoz-rd-north-ryde-nsw-2113-3327666,"69 Badajoz Rd, North Ryde",5,2,2,405m2,$1.80M,$2.00M,$575/w,$650/w,House 1985 405m2 Residential - A 26/285277 ,25 Jul 2020 Sold $1.64M,04 Jul 2008 Sold $845k,14 May 1996 Sold $250k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/37-betty-hendry-pde-north-ryde-nsw-2113-12893807,"37 Betty Hendry Pde, North Ryde",4,2,2,575m2,$1.30M,$1.40M,$500/w,$575/w,House 1984 575m2 Residential - A 515/28914 ,23 Jul 2020 Sold ,08 Dec 1995 Sold $240k,08 Dec 1995 Sold $240k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/16-twin-rd-north-ryde-nsw-2113-4748653,"16 Twin Rd, North Ryde",4,3,2,772m2,$2.20M,$2.40M,$850/w,$950/w,House 2000 772m2 Residential - A 1/525640 ,23 Jul 2020 Sold ,13 Oct 2000 Sold $382k,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/43-lorna-ave-north-ryde-nsw-2113-12582156,"43 Lorna Ave, North Ryde",3,1,3,657m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 283m2 657m2 Residence Residential - A 84/36618 ,22 Jul 2020 Sold ,22 May 2018 Sold ,09 Jul 2012 Sold $680k,283m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/7-pamela-st-north-ryde-nsw-2113-11090142,"7 Pamela St, North Ryde",3,1,2,541m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 541m2 Residential - A 17/DP27433 ,16 Jul 2020 Sold $1.41M,08 Jul 2020 Listed for Sale Contact Agent,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/2-303--305-pittwater-rd-north-ryde-nsw-2113-13023309,"2/303-305 Pittwater Rd, North Ryde",3,2,1,2564m2,$1.10M,$1.20M,$575/w,$650/w,House 1999 176m2 2564m2 Residential - A ,12 Jul 2020 Sold $1.08M,25 Jun 2020 Listed for Sale Sold,24 Jun 2019 Listed for Rent DEPOSIT TAKEN,176m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/41-lorna-ave-north-ryde-nsw-2113-12587499,"41 Lorna Ave, North Ryde",4,3,2,699m2,$1.80M,$2.00M,$425/w,$500/w,House 1978 8m2 699m2 Residential - A 85/DP36618 ,11 Jul 2020 Sold $1.80M,"19 Jun 2020 Listed for Sale Guide $1,800,000",30 Jul 2015 Sold ,8m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/15-neil-st-north-ryde-nsw-2113-3355843,"15 Neil St, North Ryde",4,2,2,601m2,$2.20M,$2.40M,$850/w,$950/w,House 1980 601m2 Residential - A 8/29008 ,10 Jul 2020 Sold $2.40M,10 Jun 2008 Sold $725k,28 Aug 1996 Sold $45k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/9-norfolk-way-north-ryde-nsw-2113-8215639,"9 Norfolk Way, North Ryde",5,2,2,433m2,$1.60M,$1.80M,$750/w,$850/w,House 1994 433m2 Residential - A 7/285177 ,03 Jul 2020 Sold ,23 Sep 2019 Listed for Rent $980 per week,02 Jul 2002 Sold $735k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/1-ian-st-north-ryde-nsw-2113-2059585,"1 Ian St, North Ryde",3,1,2,655m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 655m2 Residential - A 66/25524 ,01 Jul 2020 Sold $1.78M,13 Sep 2004 Sold $637k,26 Nov 1999 Sold $410k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/17-kent-rd-north-ryde-nsw-2113-12773179,"17 Kent Rd, North Ryde",3,2,1,553m2,$1.60M,$1.80M,$650/w,$750/w,House 1957 553m2 Residential - A 18/DP210248 ,30 Jun 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/16-cam-st-north-ryde-nsw-2113-13775145,"16 Cam St, North Ryde",3,2,1,614m2,$1.40M,$1.50M,$650/w,$750/w,House 1995 7m2 614m2 Residential - A 124/36618 ,30 Jun 2020 Sold $1,09 Jun 1995 Sold $215k,,7m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/161-coxs-rd-north-ryde-nsw-2113-13568420,"161 Coxs Rd, North Ryde",3,1,1,507m2,$1.30M,$1.40M,$575/w,$650/w,House 1980 6m2 507m2 Residential - A 555/DP28396 ,29 Jun 2020 Sold ,,,6m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/1-28--30-twin-rd-north-ryde-nsw-2113-20949561,"1/28-30 Twin Rd, North Ryde",-,-,-,,$1.80M,$2.00M,,,House ,27 Jun 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/101-eastview-ave-north-ryde-nsw-2113-4815858,"101 Eastview Ave, North Ryde",5,3,2,531m2,$2.00M,$2.20M,$1100/w,$1250/w,House 2004 262m2 531m2 Residential - A 34/36505 ,26 Jun 2020 Sold $2.05M,11 Jun 1999 Sold $320k,12 May 1993 Sold $7.61k,262m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/5-lorna-ave-north-ryde-nsw-2113-14124085,"5 Lorna Ave, North Ryde",4,2,3,575m2,$1.60M,$1.80M,$650/w,$750/w,House 1950 137m2 575m2 Residential - A 11/DP26105 ,20 Jun 2020 Sold $1.73M,08 Jun 2017 Sold $1.90M,,137m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/59-blenheim-rd-north-ryde-nsw-2113-13661733,"59 Blenheim Rd, North Ryde",4,2,2,632m2,$1.60M,$1.80M,$650/w,$750/w,House 1961 632m2 Residential - A 10/DP25524 ,12 Jun 2020 Sold $1.80M,"29 Apr 2020 Listed for Sale SOLD $1,800,000",25 Mar 2019 Sold $1.21M,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/36-marilyn-st-north-ryde-nsw-2113-4815221,"36 Marilyn St, North Ryde",4,2,2,550m2,$2.20M,$2.40M,$850/w,$950/w,House 1999 278m2 550m2 Residential - A 33/36586 ,12 Jun 2020 Sold $2.80M,19 Oct 1999 Sold $340k,,278m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/29b-farrington-pde-north-ryde-nsw-2113-20601149,"29b Farrington Pde, North Ryde",5,4,2,631m2,$1.40M,$1.50M,$750/w,$850/w,House 1978 631m2 ,11 Jun 2020 Sold ,02 Jun 2020 Listed for Sale SOLD | Robert Bagala 0418220882,08 Nov 2018 Listed for Sale NOW SELLING | Contact Agent,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/79-coxs-rd-north-ryde-nsw-2113-4609631,"79 Coxs Rd, North Ryde",4,2,2,531m2,$1.80M,$2.00M,$750/w,$850/w,House 1995 243m2 531m2 Residence Residential - A 8/19371 ,07 Jun 2020 Sold $2.15M,05 Dec 2001 Sold $443k,11 Apr 2000 Sold $340k,243m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/13-pacey-ave-north-ryde-nsw-2113-13306910,"13 Pacey Ave, North Ryde",3,2,3,1157m2,$1.80M,$2.00M,$650/w,$750/w,House 1988 1157m2 Residential - A 21/DP28638 ,06 Jun 2020 Sold $1.56M,14 May 2020 Listed for Sale Contact Agent,22 Jan 1988 Sold $163k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/24-gilda-st-north-ryde-nsw-2113-13529718,"24 Gilda St, North Ryde",3,2,1,689m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 689m2 Residential - A 32/DP28139 ,30 May 2020 Sold $1.48M,05 Dec 2019 Sold $1.52M,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/15-harford-st-north-ryde-nsw-2113-13111802,"15 Harford St, North Ryde",4,2,2,569m2,$1.60M,$1.80M,$650/w,$750/w,House 2016 569m2 Residential - A 21/DP29567 ,27 May 2020 Sold ,27 Jan 2016 Sold $1.46M,27 Jan 2016 Sold $1.46M,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/47-trevitt-rd-north-ryde-nsw-2113-13230876,"47 Trevitt Rd, North Ryde",3,2,1,696m2,$1.50M,$1.60M,$575/w,$650/w,House 1979 696m2 Residential - A 4/DP25697 ,21 May 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/71-wicks-rd-north-ryde-nsw-2113-13471412,"71 Wicks Rd, North Ryde",2,2,1,553m2,$1.40M,$1.50M,$425/w,$500/w,House 1955 7m2 553m2 Residential - A 21/DP28396 ,16 May 2020 Sold $1.32M,"21 Apr 2020 Listed for Sale Guide $1,2000,000 - $1,270,000",,7m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/48-blenheim-rd-north-ryde-nsw-2113-13401025,"48 Blenheim Rd, North Ryde",3,1,1,555m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 7m2 555m2 Residential - A 254/DP28396 ,15 May 2020 Sold $1.46M,10 Oct 2016 Rented $620,08 Sep 2016 Listed for Rent $620,7m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/12-folkard-st-north-ryde-nsw-2113-13419359,"12 Folkard St, North Ryde",3,1,2,698m2,$1.83M,$2.23M,,,House 1980 8m2 698m2 Commercial - C 56/36618 ,13 May 2020 Sold $1.92M,14 Sep 2018 Sold $1.75M,29 Aug 2018 Listed for Sale Contact Agent,8m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/2-12-folkard-st-north-ryde-nsw-2113-20982698,"2/12 Folkard St, North Ryde",-,-,-,,$1.60M,$1.80M,,,House ,13 May 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/47-flinders-rd-north-ryde-nsw-2113-12495541,"47 Flinders Rd, North Ryde",4,2,2,506m2,$1.40M,$1.50M,$500/w,$575/w,House 1994 506m2 Residential - A 21/28156 ,09 May 2020 Sold ,14 Jan 1994 Sold $225k,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/37-numa-rd-north-ryde-nsw-2113-13504960,"37 Numa Rd, North Ryde",3,2,2,549m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 549m2 Residential - A 14/DP224161 ,08 May 2020 Sold $1,,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/22-chauvel-st-north-ryde-nsw-2113-2392460,"22 Chauvel St, North Ryde",3,1,1,611m2,$2.20M,$2.40M,$650/w,$750/w,House 1960 278m2 611m2 Residence Residential - A 568/28915 ,08 May 2020 Sold $1,23 Nov 2019 Sold $2.27M,20 Oct 2008 Sold $760k,278m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/21-chisholm-st-north-ryde-nsw-2113-4309971,"21 Chisholm St, North Ryde",5,3,2,695m2,$2.00M,$2.20M,$750/w,$850/w,House 2003 695m2 Residence Residential - A 401/28914 ,08 May 2020 Sold $2.25M,15 Aug 2018 Listed for Sale Contact Agent,04 Jun 2010 Sold $1.65M,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/39-blenheim-rd-north-ryde-nsw-2113-13695290,"39 Blenheim Rd, North Ryde",3,1,1,619m2,$1.50M,$1.60M,$575/w,$650/w,House 1961 619m2 Residential - A 2/DP205800 ,29 Apr 2020 Sold $1.49M,22 Apr 2020 Listed for Sale Price on Request,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/11-conrad-st-north-ryde-nsw-2113-12575153,"11 Conrad St, North Ryde",4,2,2,632m2,$1.60M,$1.80M,$850/w,$950/w,House 1995 632m2 Residential - A 11/30900 ,28 Apr 2020 Sold $1.42M,17 Feb 1995 Sold $251k,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/22-pacey-ave-north-ryde-nsw-2113-13011969,"22 Pacey Ave, North Ryde",5,3,3,575m2,$2.20M,$2.40M,$575/w,$650/w,House 1989 575m2 Residential - A 40/28638 ,24 Apr 2020 Sold $1.83M,18 Dec 1998 Sold $425k,18 Dec 1998 Sold $425k,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/19-chauvel-st-north-ryde-nsw-2113-13593501,"19 Chauvel St, North Ryde",3,1,1,549m2,$1.50M,$1.60M,$650/w,$750/w,House 1950 90m2 549m2 Residential - A 550/DP28396 ,23 Apr 2020 Sold $1.50M,,,90m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/24-trevitt-rd-north-ryde-nsw-2113-13064205,"24 Trevitt Rd, North Ryde",5,2,3,531m2,$1.60M,$1.80M,$850/w,$950/w,House 1950 192m2 531m2 Residential - A 27/29527 ,22 Apr 2020 Sold $1.90M,11 Mar 2020 Listed for Sale Contact Agent,18 Dec 1998 Sold $320k,192m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/42-donald-st-north-ryde-nsw-2113-4749012,"42 Donald St, North Ryde",3,1,1,640m2,$1.60M,$1.80M,,,House 1980 183m2 640m2 Residence Residential - A 61/25822 ,20 Apr 2020 Sold $1.66M,18 Apr 2013 Sold $885k,28 Aug 2000 Sold $422k,183m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/126-twin-rd-north-ryde-nsw-2113-11080161,"126 Twin Rd, North Ryde",4,1,2,905m2,$1.80M,$2.00M,$650/w,$750/w,House 1887 179m2 905m2 Residence Residential - A 2/700353 ,18 Apr 2020 Sold $1.87M,18 Apr 2011 Sold $685k,05 Jul 1985 Sold $100k,179m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/120-wicks-rd-north-ryde-nsw-2113-4491579,"120 Wicks Rd, North Ryde",2,3,2,575m2,$1.80M,$2.00M,$650/w,$750/w,House 2000 330m2 575m2 Residence Residential - A 4/26105 ,16 Apr 2020 Sold $1.90M,11 Oct 2002 Sold $440k,,330m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/50-ryrie-st-north-ryde-nsw-2113-2572910,"50 Ryrie St, North Ryde",2,1,1,613m2,$1.80M,$2.00M,$425/w,$500/w,House 2010 370m2 613m2 Residential - A 427/28914 ,14 Apr 2020 Sold ,04 Apr 2008 Sold $690k,,370m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/5-stroud-st-north-ryde-nsw-2113-12552309,"5 Stroud St, North Ryde",3,1,2,575m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 575m2 Residential - A 82/DP250729 ,19 Jun 2020 Listed for Sale Contact Agent,08 Apr 2020 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/27a-holt-st-north-ryde-nsw-2113-4061744,"27a Holt St, North Ryde",4,2,2,689m2,$1.80M,$2.00M,$1100/w,$1250/w,House 1965 231m2 689m2 Residence Residential - A 101/36455 ,08 Apr 2020 Sold $1.90M,25 Mar 2020 Listed for Sale Auction (if not sold prior),21 Jan 2009 Sold $870k,231m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/1a-kent-rd-north-ryde-nsw-2113-18948757,"1a Kent Rd, North Ryde",4,4,1,338m2,$1.40M,$1.50M,$650/w,$750/w,House 1995 175m2 338m2 Residential - A 90/DP873146 ,07 Apr 2020 Sold $1.37M,28 Feb 2012 Sold $820k,15 Dec 2006 Sold $615k,175m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/16-magdala-rd-north-ryde-nsw-2113-12137585,"16 Magdala Rd, North Ryde",3,1,2,1081m2,$1.60M,$1.80M,$575/w,$650/w,House 1955 193m2 1081m2 Residence Residential - A E/28734 ,04 Apr 2020 Sold $1.51M,23 Apr 2019 Sold ,19 Dec 2011 Sold $890k,193m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/15-wilson-st-north-ryde-nsw-2113-13808789,"15 Wilson St, North Ryde",3,1,1,599m2,$2.00M,$2.20M,$425/w,$500/w,House 1979 599m2 Residential - A 64/DP36715 ,03 Apr 2020 Sold $1.55M,11 Sep 2019 Sold $1.50M,,
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/23-magdala-rd-north-ryde-nsw-2113-12856959,"23 Magdala Rd, North Ryde",3,1,2,769m2,$1.60M,$1.80M,$575/w,$650/w,House 1950 141m2 769m2 Residence Residential - A 28/19636 ,02 Apr 2020 Sold $1.76M,25 Jun 2012 Sold $885k,25 Jun 2012 Sold $885k,141m2
0,https://www.onthehouse.com.au/property/nsw/north-ryde-2113/34-flinders-rd-north-ryde-nsw-2113-12959309,"34 Flinders Rd, North Ryde",4,2,2,493m2,$1.40M,$1.50M,$500/w,$575/w,House 1972 493m2 Residential - A 37/DP28156 ,28 Mar 2020 Sold $1.37M,13 Jun 2018 Sold ,,
